LRD,Region,Rano Base Code,Administrative Status,Site Type,Cabin Id,DC Battery Name,Is the Battery visible,If not visible,Battery Brand,Battery Brand Others,Battery Model,Battery Model Others,Battery Capacity (Ah),Battery Voltage (Volt),Total Current Load,Total bank (Quantity),Number of Battery Cell/ Quantity,Battery Technology,Battery Hardening (Enhance Safety Request),Last Installation Date (DD/MM/YYYY),Battery Protection,Battery Cable Size,Battery Cable Type,Warranty End Date (DD/MM/YYYY),Battery Protection Capacity,Lithium battery alarm (4+7),Incomplete Parameter,Incomplete LRD
LRD8966,SARAWAK,BASE11,Active,Inbuilding,Cabin-01,Battery-01,,,Tudor,,,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD8969,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,03/15/18 00:00,,,,,
LRD8971,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,40,1,4,VRLA,T5 Metal Plate,,,,10/1/2019 0:00,,,,,
LRD8973,EASTERN,BASE10,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,08/24/18 00:00,,,,,
LRD8974,NORTHERN,BASE16,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,60,1,4,VRLA,T5 Metal Plate,,,,01/16/18 00:00,,,,,
LRD8975,CENTRAL,BASE32,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,53,1,4,VRLA,Others,,,,03/29/18 00:00,,,,,
LRD8976,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,27,1,1,Lithium,T5 Metal Plate,,,,12/1/2019 0:00,,,,,
LRD8979,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,81,2,2,Lithium,,,,,09/25/20 00:00,,,,,
LRD8980,SABAH,BASE25,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,48NPFC100,,100,48 volt,,2,8,Lithium,Others,,,,,,,,,
LRD8983,CENTRAL,BASE26,Active,Inbuilding,Room Reno-01,Battery-01,Yes,,Narada,,12NDT60S,,60,12 volt,10.6,1,4,VRLA,,,,,02/28/18 00:00,,,,,
LRD8984,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD8986,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,11/22/17 00:00,,,,,
LRD8990,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,01/24/18 00:00,,,,,
LRD8991,SOUTHERN,BASE4,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD8992,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,64.9,1,4,VRLA,Battery Concrete Bar,,,,05/25/18 00:00,,,,,
LRD8993,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,75,2,8,VRLA,Battery Concrete Bar,,,,10/5/2016 0:00,,,,,
LRD8998,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD8999,CENTRAL,BASE9,Active,Inbuilding,Room Reno-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,No Hardening,,,,,,,,,
LRD9003,EASTERN,BASE1,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,83,3,12,VRLA,Battery Concrete Bar,,,,09/26/18 00:00,,,,,
LRD9005,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Tudor,,,,600,2 volt,,1,24,VRLA,,,,,,,,,,
LRD9006,NORTHERN,BASE7,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,89,2,8,VRLA,Battery Concrete Bar,,,,07/22/16 00:00,,,,,
LRD9014,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,107.2,2,8,VRLA,Battery Concrete Bar,,,,11/18/18 00:00,,,,,
LRD9021,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,43.2,1,4,VRLA,Battery Concrete Bar,,,,01/16/20 00:00,,,,,
LRD9022,CENTRAL,BASE9,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,32.4,1,4,VRLA,Others,,,,12/20/17 00:00,,,,,
LRD9024,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD9032,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,2/6/2018 0:00,,,,,
LRD9036,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,No,Battery fully sealed,Sacredsun,,,,150,12 volt,160,2,8,VRLA,T5 Metal Plate,,,,,,,,,
LRD9037,NORTHERN,BASE16,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD9040,CENTRAL,BASE9,Decommissioned,Inbuilding,Room Reno-01,Battery-01,,,Sonnenschein,,Others,6 OPzV600,600,2 volt,,1,24,VRLA,Others,,,,,,,,,
LRD9044,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,,,,,,
LRD9046,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,120,2,8,VRLA,T5 Metal Plate,,,,3/8/2017 0:00,,,,,
LRD8519,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,04/30/19 00:00,,,,,
LRD8522,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD8524,EASTERN,BASE30,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Leoch,,LFeLi-48100,,100,48 volt,54.7,10,0,Lithium,No Hardening,125,25mm,Copper,05/29/19 00:00,,Breaker,,,
LRD8525,SARAWAK,BASE28,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,06/18/19 00:00,,,,,
LRD8526,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150A1,,150,48 volt,82.5,1,1,Lithium,T5 Metal Plate,,,,12/1/2019 0:00,,,,,
LRD8527,CENTRAL,BASE12,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Others,,,,06/18/19 00:00,,,,,
LRD8528,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD8530,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD8531,EASTERN,BASE10,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD8533,SABAH,BASE23,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,40,1,4,VRLA,Battery Concrete Bar,,,,5/2/2020 0:00,,,,,
LRD8535,CENTRAL,BASE9,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,02/27/19 00:00,,,,,
LRD8536,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,64.4,1,4,VRLA,T5 Metal Plate,,,,06/26/19 00:00,,,,,
LRD8537,SOUTHERN,BASE34,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD8538,SOUTHERN,BASE34,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD8539,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,45,1,4,VRLA,Battery Concrete Bar,,,,04/24/19 00:00,,,,,
LRD8542,CENTRAL,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery is fully sealed,Narada,,12NDT150S,,150,12 volt,61.7,1,4,VRLA,T5 Metal Plate,,,,02/14/20 00:00,,,,,
LRD8547,EASTERN,BASE5,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD8548,CENTRAL,BASE1,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,120.01,1,4,VRLA,Battery Concrete Bar,,,,9/8/2016 0:00,,,,,
LRD8554,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,51,1,4,VRLA,Others,,,,4/2/2019 0:00,,,,,
LRD8558,NORTHERN,BASE15,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,67,2,8,VRLA,T5 Metal Plate,,,,05/17/19 00:00,,,,,
LRD8564,SABAH,BASE29,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,129.8,2,8,VRLA,Battery Concrete Bar,,,,9/12/2017 0:00,,,,,
LRD8565,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,136.3,2,8,VRLA,Battery Concrete Bar,125,16mm,,3/4/2018 0:00,,Breaker,Yes,,
LRD8568,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,Others,EosG600 2V600Ah ( C ),600,2 volt,,1,24,VRLA,,,,,,,,,,
LRD8573,NORTHERN,BASE13,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Others,,,,12/21/18 00:00,,,,,
LRD8574,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery is fully sealed,Narada,,,,150,12 volt,104,1,4,VRLA,,,,,,,,,,
LRD8577,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD8578,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,39,2,8,VRLA,T5 Metal Plate,,,,01/17/18 00:00,,,,,
LRD8579,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,78.1,1,4,VRLA,T5 Metal Plate,,,,6/10/2017 0:00,,,,,
LRD8582,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD8585,SABAH,BASE37,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,83,3,12,VRLA,Battery Concrete Bar,,,,10/15/19 00:00,,,,,
LRD8586,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD8597,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,80,3,12,VRLA,Battery Concrete Bar,,,,,,,,,
LRD8587,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,40,1,4,VRLA,T5 Metal Plate,,,,03/13/19 00:00,,,,,
LRD8592,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD8596,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,70,1,4,VRLA,Battery Concrete Bar,,,,10/20/17 00:00,,,,,
LRD8598,SABAH,BASE29,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,61.6,2,8,VRLA,Battery Concrete Bar,,,,08/22/19 00:00,,,,,
LRD8599,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,Yes,,Hoppecke,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD8600,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,48,1,4,VRLA,Battery Concrete Bar,,,,7/11/2018 0:00,,,,,
LRD8607,EASTERN,BASE1,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,23,1,4,VRLA,T5 Metal Plate,,,,11/14/17 00:00,,,,,
LRD8610,SABAH,BASE25,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD8611,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD8613,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD9787,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9788,SABAH,BASE23,Active,Inbuilding,Outdoor-01,Battery-01,Yes,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD9789,NORTHERN,BASE15,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,33,1,1,Lithium,,,,,7/8/2020 0:00,,,,,
LRD9790,NORTHERN,BASE2,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD9791,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD9792,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,53.39,1,4,VRLA,Battery Concrete Bar,,,,02/19/20 00:00,,,,,
LRD9793,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,Others,MS ULTRA PLUS,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD9801,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD9802,NORTHERN,BASE13,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,GFMJ-600A,,600,2 volt,,1,24,VRLA,,,,,1/6/2015 0:00,,,,,
LRD9803,NORTHERN,BASE13,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,101.5,1,4,VRLA,Battery Concrete Bar,,,,7/10/2019 0:00,,,,,
LRD9805,SOUTHERN,BASE14,Active,Rooftop,Cabin-01,Battery-01,,,Haze,,2V1000AH,,1000,2 volt,,1,4,VRLA,No Hardening,,,,,,,,,
LRD9809,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,79,2,8,VRLA,Battery Concrete Bar,,,,12/23/19 00:00,,,,,
LRD9811,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD9812,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD9814,SARAWAK,BASE31,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,MPG12150F,,150,12 volt,37,2,8,VRLA,Battery Hardening,,,,,,,,,
LRD9815,CENTRAL,BASE32,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,150,12 volt,182,3,12,VRLA,Battery Hardening,,,,12/13/17 00:00,,,,,
LRD9818,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,Others,,200,12 volt,79,2,8,VRLA,Others,,,,,,,,,
LRD9825,CENTRAL,BASE32,Active,Rooftop,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD9826,CENTRAL,BASE32,Active,Rooftop,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,92,3,12,VRLA,Battery Iron Bar,,,,,,,,,
LRD9827,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,68.9,1,4,VRLA,Others,,,,06/19/15 00:00,,,,,
LRD9829,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,31.1,1,1,Lithium,T5 Metal Plate,,,,12/1/2019 0:00,,,,,
LRD9830,NORTHERN,BASE2,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,,,150,12 volt,54.4,2,8,VRLA,Battery Concrete Bar,,,,09/25/20 00:00,,,,,
LRD9832,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,78,1,4,VRLA,Battery Concrete Bar,,,,1/9/2017 0:00,,,,,
LRD9835,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-200 ULTRA,,200,12 volt,55,2,8,VRLA,Others,,,,,,,,,
LRD9836,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD9837,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,150,12 volt,28,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD9840,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,120.8,4,16,VRLA,Battery Hardening,,,,4/11/2016 0:00,,,,,
LRD9841,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,AG12V150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD9844,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,1,20,VRLA,Battery Iron Bar,,,,,,,,,
LRD9845,SOUTHERN,BASE6,Active,Rooftop,Cabin-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9847,CENTRAL,BASE6,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD9848,NORTHERN,BASE9,Active,Rooftop,Outdoor-01,Battery-01,No,Battery fully sealed,Narada,,12NDT150S,,150,12 volt,78.5,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD9856,EASTERN,BASE5,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,184.72,4,16,VRLA,Battery Concrete Bar,,,,03/24/16 00:00,,,,,
LRD9859,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,Others,SMG12 OPzV1500,150,12 volt,59.8,2,8,VRLA,,,,,06/18/20 00:00,,,,,
LRD9860,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Supersave,,Others,12TF150F,150,12 volt,49.9,2,8,VRLA,Battery Concrete Bar,,,,4/3/2020 0:00,,,,,
LRD9866,SABAH,BASE29,Active,Vacant Land,Outdoor-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD9867,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,GFMJ-600A,,600,2 volt,,1,4,VRLA,Battery Iron Bar,,,,,,,,,
LRD9868,SABAH,BASE17,Active,Rooftop,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9870,EASTERN,BASE5,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,37,1,4,VRLA,T5 Metal Plate,,,,12/5/2018 0:00,,,,,
LRD9879,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,0.6,1,4,VRLA,T5 Metal Plate,,,,7/6/2017 0:00,,,,,
LRD9883,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Haze,,2V1000AH,,1000,2 volt,,1,4,VRLA,No Hardening,,,,,,,,,
LRD9884,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,86.8,1,4,VRLA,T5 Metal Plate,,,,5/6/2019 0:00,,,,,
LRD9893,EASTERN,BASE5,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD9885,NORTHERN,BASE2,Active,Inbuilding,Room Reno-01,Battery-01,,,Narada,,GFMJ-400A,,400,2 volt,,1,24,VRLA,,,,,,,,,,
LRD9889,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,104,1,4,VRLA,Battery Concrete Bar,,,,08/23/19 00:00,,,,,
LRD9892,SABAH,BASE25,Active,Rooftop,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD9896,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Others,,,,5/5/2019 0:00,,,,,
LRD9897,SOUTHERN,BASE19,Active,Rooftop,Cabin-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,48,VRLA,,,,,,,,,,
LRD9899,NORTHERN,BASE2,Planned,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9901,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD9902,NORTHERN,BASE13,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9906,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,67,1,4,VRLA,Battery Concrete Bar,,,,01/24/18 00:00,,,,,
LRD9908,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,AG12V155F,,155,12 volt,,1,4,VRLA,,,,,,,,,,
LRD9911,NORTHERN,BASE2,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9914,NORTHERN,BASE2,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9917,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,47,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD9918,SOUTHERN,BASE4,Active,Inbuilding,Room Reno-01,Battery-01,,,Fiamm,,Others,12XL155,155,12 volt,,4,16,VRLA,,,,,,,,,,
LRD9919,NORTHERN,BASE7,Testing,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9922,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD9924,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD9925,NORTHERN,BASE2,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,187.3,2,8,VRLA,Battery Concrete Bar,,,,4/12/2018 0:00,,,,,
LRD9926,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,54,1,4,VRLA,T5 Metal Plate,,,,2/11/2017 0:00,,,,,
LRD9927,SOUTHERN,BASE4,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,49,1,4,VRLA,T5 Metal Plate,,,,05/29/19 00:00,,,,,
LRD9928,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,GFMJ-600A,,600,2 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD9932,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,95,2,2,Lithium,,,,,06/23/20 00:00,,,,,
LRD9937,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD9940,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,77,1,4,VRLA,Battery Hardening,,,,8/2/2018 0:00,,,,,
